ISBN,Sales,Stores,Title,Authors,Publisher,Categories,Description,Binding,Subjects
9780062422682,7,4,Monday's Not Coming,Tiffany D Jackson,Katherine Tegen Books,Young Adult,"""Jackson’s characters and their heart-wrenching story linger long after the final page, urging readers to advocate for those who are disenfranchised and forgotten by society and the system."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")<br/>From the critically acclaimed author of Allegedly, Tiffany D. Jackson, comes a gripping novel about the mystery of one teenage girl’s disappearance and the traumatic effects of the truth.<br/>Monday Charles is missing, and only Claudia seems to notice. Claudia and Monday have always been inseparable—more sisters than friends. So when Monday doesn’t turn up for the first day of school, Claudia’s worried.<br/>When she doesn’t show for the second day, or second week, Claudia knows that something is wrong. Monday wouldn’t just leave her to endure tests and bullies alone. Not after last year’s rumors and not with her grades on the line. Now Claudia needs her best—and only—friend more than ever. But Monday’s mother refuses to give Claudia a straight answer, and Monday’s sister April is even less help.<br/>As Claudia digs deeper into her friend’s disappearance, she discovers that no one seems to remember the last time they saw Monday. How can a teenage girl just vanish without anyone noticing that she’s gone?",Paperback,"Teen & Young Adult, Literature & Fiction, Social & Family Issues, Mysteries & Thrillers, Historical, Romantic, Thrillers & Suspense, Social Issues, Self Service, Custom Stores"
9781534441637,3,3,Bloodmarked (2) (The Legendborn Cycle),Tracy Deonn,Simon & Schuster Books for Young Readers,Young Adult,"An instant #1 New York Times bestseller!<br/>“Deonn expertly weaves together a universe that both shines a light on the pervasive nature of racism and also harnesses the complexity of Black identity within this space. Deonn writes so much more than simple fantasies or Arthurian retellings.” —Booklist (starred review)<br/><br/>The “worthy successor to an explosive debut” (Kirkus Reviews)—the New York Times bestselling and award-winning Legendborn—perfect for fans of Cassandra Clare and Margaret Rogerson!<br/><br/>The shadows have risen, and the line is law.<br/><br/>All Bree wanted was to uncover the truth behind her mother’s death. So she infiltrated the Legendborn Order, a secret society descended from King Arthur’s knights—only to discover her own ancestral power. Now, Bree has become someone new:<br/><br/>A Medium. A Bloodcrafter. A Scion.<br/><br/>But the ancient war between demons and the Order is rising to a deadly peak. And Nick, the Legendborn boy Bree fell in love with, has been kidnapped.<br/><br/>Bree wants to fight, but the Regents who rule the Order won’t let her. To them, she is an unknown girl with unheard-of power, and as the living anchor for the spell that preserves the Legendborn cycle, she must be protected.<br/><br/>When the Regents reveal they will do whatever it takes to hide the war, Bree and her friends must go on the run to rescue Nick themselves. But enemies are everywhere, Bree’s powers are unpredictable and dangerous, and she can’t escape her growing attraction to Selwyn, the mage sworn to protect Nick until death.<br/><br/>If Bree has any hope of saving herself and the people she loves, she must learn to control her powers from the ancestors who wielded them first—without losing herself in the process.",Hardcover,"Teen & Young Adult, Literature & Fiction, Social & Family Issues, Mysteries & Thrillers, Romantic, Fantasy & Supernatural, Mystery & Detective, Science Fiction & Fantasy, Fantasy, Romance, Paranormal, Science Fiction & Dystopian"
9781250233691,4,3,"Children of Virtue and Vengeance (Legacy of Orisha, 2)",Tomi Adeyemi,Square Fish,Young Adult,"An Instant #1 New York Times Bestseller<br/>A GOOD MORNING AMERICA Book Club Pick<br/><br/>""Adeyemi has sparked magic once again."" ―The New York Times<br/><br/>The stunning sequel to the worldwide phenomenon Children of Blood and Bone is now available in this deluxe paperback edition with gorgeous spray-painted and stenciled edges and an exclusive excerpt of the earth-shaking Children of Anguish and Anarchy.<br/><br/>After battling the impossible, Zélie and Amari have finally succeeded in bringing magic back to the land of Orïsha. But the ritual was more powerful than they could’ve imagined, reigniting the powers of not only the maji, but of nobles with magic ancestry, too.<br/><br/>Now, Zélie struggles to unite the maji in an Orïsha where the enemy is just as powerful as they are. But when the monarchy and military unite to keep control of Orïsha, Zélie must fight to secure Amari's right to the throne and protect the new maji from the monarchy's wrath.<br/><br/>With civil war looming on the horizon, Zélie finds herself at a breaking point: she must discover a way to bring the kingdom together or watch as Orïsha tears itself apart.<br/><br/>Children of Virtue and Vengeance is the stunning sequel to Tomi Adeyemi's New York Times-bestselling debut Children of Blood and Bone, the first book in the Legacy of Orïsha trilogy.<br/><br/>Praise for Children of Virtue and Vengeance:<br/><br/>“Electrifying . . . With this second book Adeyemi brings a new maturity and depth to the series. Her characters are no longer underdogs on a hero’s journey to return magic―now they are leaders who are suffering from the consequences and trauma of their previous quest.” ―The New York Times<br/><br/>“Like its predecessor, Children of Virtue and Vengeance is fast-paced and unafraid to ask tough questions about the cyclical nature of oppression and the systems that enforce it.” ―TIME<br/><br/>“Relentless even beyond its finish, this is a sure-fire hit.” ―Booklist, starred review<br/><br/>-<br/><br/>The Complete Legacy of Orïsha Series:<br/><br/>Children of Blood and Bone (Book 1)<br/>Children of Virtue and Vengeance (Book 2)<br/>Children of Anguish and Anarchy (Book 3)",Paperback,"Teen & Young Adult, Literature & Fiction, Social & Family Issues, Science Fiction & Fantasy, Fantasy"
9781538759196,5,3,Say You'll Remember Me,Abby Jimenez,Forever,Non-Fiction,Unknown,Hardcover,"Literature & Fiction, Women's Fiction, Contemporary, Humor & Satire, Humorous, Romance, Romantic Comedy"
9780804190114,8,2,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,Crown,Non-Fiction,"#1 NEW YORK TIMES BESTSELLER • A “bracing” (Vox) guide for surviving and resisting America’s turn towards authoritarianism, from “a rising public intellectual unafraid to make bold connections between past and present” (The New York Times)<br/><br/>“Timothy Snyder reasons with unparalleled clarity, throwing the past and future into sharp relief. He has written the rare kind of book that can be read in one sitting but will keep you coming back to help regain your bearings.”—Masha Gessen<br/><br/>The Founding Fathers tried to protect us from the threat they knew, the tyranny that overcame ancient democracy. Today, our political order faces new threats, not unlike the totalitarianism of the twentieth century. We are no wiser than the Europeans who saw democracy yield to fascism, Nazism, or communism. Our one advantage is that we might learn from their experience.<br/><br/>On Tyranny is a call to arms and a guide to resistance, with invaluable ideas for how we can preserve our freedoms in the uncertain years to come.",Paperback,"History, World, Politics & Social Sciences, Social Sciences, Politics & Government, Ideologies & Doctrines, Specific Topics"
9781583226988,7,3,Bloodchild and Other Stories,Octavia E. Butler,Seven Stories Press,Fiction,"A perfect introduction for new readers and a must-have for avid fans, this New York Times Notable Book includes ""Bloodchild,"" winner of both the Hugo and the Nebula awards and ""Speech Sounds,"" winner of the Hugo Award. Appearing in print for the first time, ""Amnesty"" is a story of a woman named Noah who works to negotiate the tense and co-dependent relationship between humans and a species of invaders. Also new to this collection is ""The Book of Martha"" which asks: What would you do if God granted you the ability—and responsibility—to save humanity from itself?<br/>Like all of Octavia Butler’s best writing, these works of the imagination are parables of the contemporary world. She proves constant in her vigil, an unblinking pessimist hoping to be proven wrong, and one of contemporary literature’s strongest voices.",Paperback,"Literature & Fiction, Genre Fiction, Short Stories & Anthologies, Anthologies, Short Stories, United States, Literary, Science Fiction & Fantasy, Science Fiction"
9780062888877,3,3,(S)Kin,Ibi Zoboi,Versify,Young Adult,"From award-winning, New York Times bestselling author Ibi Zoboi comes her groundbreaking contemporary fantasy debut—a novel in verse based on Caribbean folklore—about the power of inherited magic and the price we must pay to live the life we yearn for.<br/>“Our new home with its<br/>thick walls and locked doors<br/>wants me to stay trapped in my skin—<br/>but I am fury and flame.”<br/>Fifteen-year-old Marisol is the daughter of a soucouyant. Every new moon, she sheds her skin like the many women before her, shifting into a fireball witch who must fly into the night and slowly sip from the lives of others to sustain her own. But Brooklyn is no place for fireball witches with all its bright lights, shut windows, and bolt-locked doors.… While Marisol hoped they would leave their old traditions behind when they emigrated from the islands, she knows this will never happen while she remains ensnared by the one person who keeps her chained to her magical past—her mother.<br/>Seventeen-year-old Genevieve is the daughter of a college professor and a newly minted older half sister of twins. Her worsening skin condition and the babies’ constant wailing keep her up at night, when she stares at the dark sky with a deep longing to inhale it all. She hopes to quench the hunger that gnaws at her, one that seems to reach for some memory of her estranged mother. When a new nanny arrives to help with the twins, a family secret connecting her to Marisol is revealed, and Gen begins to find answers to questions she hasn’t even thought to ask.<br/>But the girls soon discover that the very skin keeping their flames locked beneath the surface may be more explosive to the relationships around them than any ancient magic.",Hardcover,"Teen & Young Adult, Literature & Fiction, Social & Family Issues, Science Fiction & Fantasy, Fantasy, Social Issues"
9780316229296,10,5,"The Fifth Season (The Broken Earth, 1)",N. K. Jemisin,Orbit,Non-Fiction,"At the end of the world, a woman must hide her secret power and find her kidnapped daughter in this ""intricate and extraordinary"" Hugo Award winning novel of power, oppression, and revolution. (The New York Times)<br/><br/>This is the way the world ends. . .for the last time.<br/><br/>It starts with the great red rift across the heart of the world's sole continent, spewing ash that blots out the sun. It starts with death, with a murdered son and a missing daughter. It starts with betrayal, and long dormant wounds rising up to fester.<br/><br/>This is the Stillness, a land long familiar with catastrophe, where the power of the earth is wielded as a weapon. And where there is no mercy.<br/><br/>Read the first book in the critically acclaimed, three-time Hugo award-winning trilogy by NYT bestselling author N. K. Jemisin.",Paperback,"Literature & Fiction, Action & Adventure, Fantasy, United States, Black & African American, Literary, Science Fiction & Fantasy, Epic, Magical Realism, Science Fiction, Dystopian, Self Service, Custom Stores"
9781538732199,22,3,"Parable of the Talents (Parable, 2)",Octavia E. Butler,Grand Central Publishing,Non-Fiction,"Originally published in 1998, this shockingly prescient novel's timely message of hope and resistance in the face of fanaticism is more relevant than ever.<br/><br/>In 2032, Lauren Olamina has survived the destruction of her home and family, and realized her vision of a peaceful community in northern California based on her newly founded faith, Earthseed. The fledgling community provides refuge for outcasts facing persecution after the election of an ultra-conservative president who vows to ""make America great again."" In an increasingly divided and dangerous nation, Lauren's subversive colony--a minority religious faction led by a young black woman--becomes a target for President Jarret's reign of terror and oppression.<br/><br/>Years later, Asha Vere reads the journals of a mother she never knew, Lauren Olamina. As she searches for answers about her own past, she also struggles to reconcile with the legacy of a mother caught between her duty to her chosen family and her calling to lead humankind into a better future.",Paperback,"Fiction, science fiction, general"
9780593723029,7,3,Faebound: A Novel,Saara El-Arifi,Del Rey,Fiction,"NATIONAL BESTSELLER • Two elven sisters become imprisoned in the intoxicating world of the fae, where danger and love lie in wait. Faebound is the first book in an enchanting new trilogy from the Sunday Times bestselling author of The Final Strife.<br/><br/>“A romantic fantasy of epic proportions, crackling with magic and passion.”—Samantha Shannon, bestselling author of The Priory of the Orange Tree<br/><br/>Yeeran was born on the battlefield, has lived on the battlefield, and one day, she knows, she’ll die on the battlefield.<br/><br/>As a warrior in the elven army, Yeeran has known nothing but violence her whole life. Her sister, Lettle, is trying to make a living as a diviner, seeking prophecies of a better future.<br/><br/>When a fatal mistake leads to Yeeran’s exile from the Elven Lands, both sisters are forced into the terrifying wilderness beyond their borders.<br/><br/>There they encounter the impossible: the fae court. The fae haven’t been seen for a millennium. But now Yeeran and Lettle are thrust into their seductive world, torn among their loyalties to each other, their elven homeland, and their hearts.",Paperback,"Literature & Fiction, Genre Fiction, Action & Adventure, Fantasy, Romance, War & Military, Women's Adventure, United States, Science Fiction & Fantasy, Epic, Sword & Sorcery, Romantic"
9781534441644,6,4,Bloodmarked (2) (The Legendborn Cycle),Tracy Deonn,Simon & Schuster Books for Young Readers,Non-Fiction,"An instant #1 New York Times bestseller!<br/>“Deonn expertly weaves together a universe that both shines a light on the pervasive nature of racism and also harnesses the complexity of Black identity within this space. Deonn writes so much more than simple fantasies or Arthurian retellings.” —Booklist (starred review)<br/><br/>The “worthy successor to an explosive debut” (Kirkus Reviews)—the New York Times bestselling and award-winning Legendborn—perfect for fans of Cassandra Clare and Margaret Rogerson! Contains bonus content from William’s POV featuring never-before-seen moments from Legendborn and Bloodmarked, plus a teaser for the explosive third book in the Legendborn Cycle: Oathbound.<br/><br/>The shadows have risen, and the line is law.<br/><br/>All Bree wanted was to uncover the truth behind her mother’s death. So she infiltrated the Legendborn Order, a secret society descended from King Arthur’s knights—only to discover her own ancestral power. Now, Bree has become someone new:<br/><br/>A Medium. A Bloodcrafter. A Scion.<br/><br/>But the ancient war between demons and the Order is rising to a deadly peak. And Nick, the Legendborn boy Bree fell in love with, has been kidnapped.<br/><br/>Bree wants to fight, but the Regents who rule the Order won’t let her. To them, she is an unknown girl with unheard-of power, and as the living anchor for the spell that preserves the Legendborn cycle, she must be protected.<br/><br/>When the Regents reveal they will do whatever it takes to hide the war, Bree and her friends must go on the run to rescue Nick themselves. But enemies are everywhere, Bree’s powers are unpredictable and dangerous, and she can’t escape her growing attraction to Selwyn, the mage sworn to protect Nick until death.<br/><br/>If Bree has any hope of saving herself and the people she loves, she must learn to control her powers from the ancestors who wielded them first—without losing herself in the process.<br/><br/>This paperback edition of Bloodmarked contains bonus content from William’s POV featuring never-before-seen scenes from Legendborn and Bloodmarked and a teaser to the explosive third book in the Legendborn Cycle, Oathbound.",Paperback,"Young adult fiction, family, general, Young adult fiction, mysteries & detective stories, Young adult fiction, fantasy, contemporary"
9781400033416,8,4,Beloved,Toni Morrison,Vintage,Non-Fiction,"PULITZER PRIZE WINNER • NEW YORK TIMES BESTSELLER • A spellbinding novel that transforms history into a story as powerful as Exodus and as intimate as a lullaby. With a new afterword by the author.<br/><br/>This ""brutally powerful, mesmerizing story” (People) is an unflinchingly look into the abyss of slavery, from the acclaimed Nobel Prize winner.<br/><br/>Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. Sethe has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. And Sethe’s new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved.<br/><br/>“A masterwork.... Wonderful.... I can’t imagine American literature without it.” —John Leonard, Los Angeles Times",Paperback,"African American women -- Fiction, Women slaves -- Fiction, Infanticide -- Fiction, Ohio -- Fiction"
9780374390532,5,2,The Summer I Ate the Rich,"Maika Moulite, Maritza Moulite","Farrar, Straus and Giroux (BYR)",Young Adult,"A bone-chilling contemporary YA horror about what happens when a Haitian American girl uses her previously hidden zombie abilities to exact revenge on the wealthy elites who’ve caused her family pain.<br/><br/>Brielle Petitfour loves to cook. But with a chronically sick mother and bills to pay, becoming a chef isn’t exactly a realistic career path.<br/><br/>When Brielle’s mom suddenly loses her job, Brielle steps in and uses her culinary skills to earn some extra money. The rich families who love her cooking praise her use of unique flavors and textures, which keep everyone guessing what’s in Brielle’s dishes. The secret ingredient? Human flesh.<br/><br/>Written by the storytelling duo Maika Moulite and Maritza Moulite, The Summer I Ate the Rich is a biting, smart new horror inspired by Haitian zombie lore that scrutinizes the socioeconomic and racial inequity that is the foundation of our modern times. Just like Brielle’s clients it will have you asking: What’s for dinner?",Hardcover,"Teen & Young Adult, Literature & Fiction, Social & Family Issues, Science Fiction & Fantasy, Horror"
9781250276377,13,2,Black Girls Are Magic: A Coloring Book for Girls Who Rock,Danielle Arrington,Castle Point Books,Children's,"Celebrate your Beauty, Strength, and Imagination!<br/><br/>It’s your time to shine! Black Girls Are Magic is a vibrant coloring book that puts the creativity, joy, and power of Black girls into the limelight. Color your way through more than 35 original illustrations that inspire confidence and imagination and celebrate all the ways you are extraordinary. Empowering statements like “Free to be me,” “My voice matters,” and “I love myself” make coloring each page a unique adventure! Black Girls Are Magic is the coloring book for girls who know just how amazing they are and want to share their magic with the world.<br/><br/>- More than 35 awesome, hand-drawn illustrations<br/>- Creativity that inspires pride and confidence<br/>- Perforated pages make it easy to show off your magical art",Paperback,"Children's Books, Activities, Crafts & Games, Activity Books"
9780593422946,6,4,The Heaven & Earth Grocery Store: A Novel,James McBride,Riverhead Books,Fiction,"THE RUNAWAY NEW YORK TIMES BESTSELLER<br/><br/>A NEW YORK TIMES NOTABLE BOOK<br/><br/>FROM ONE OF TIME MAGAZINE'S 100 MOST INFLUENTIAL PEOPLE OF 2024<br/><br/>NAMED A BEST BOOK OF THE YEAR BY NPR/FRESH AIR, WASHINGTON POST, THE NEW YORKER, AND TIME MAGAZINE<br/><br/>ONE OF BARACK OBAMA'S FAVORITE BOOKS OF 2023<br/><br/>“A murder mystery locked inside a Great American Novel . . . Charming, smart, heart-blistering, and heart-healing.” —Danez Smith, The New York Times Book Review<br/><br/>“We all need—we all deserve—this vibrant, love-affirming novel that bounds over any difference that claims to separate us.” —Ron Charles, The Washington Post<br/><br/>From James McBride, author of the bestselling Oprah’s Book Club pick Deacon King Kong and the National Book Award–winning The Good Lord Bird, a novel about small-town secrets and the people who keep them<br/><br/>In 1972, when workers in Pottstown, Pennsylvania, were digging the foundations for a new development, the last thing they expected to find was a skeleton at the bottom of a well. Who the skeleton was and how it got there were two of the long-held secrets kept by the residents of Chicken Hill, the dilapidated neighborhood where immigrant Jews and African Americans lived side by side and shared ambitions and sorrows. Chicken Hill was where Moshe and Chona Ludlow lived when Moshe integrated his theater and where Chona ran the Heaven & Earth Grocery Store. When the state came looking for a deaf boy to institutionalize him, it was Chona and Nate Timblin, the Black janitor at Moshe’s theater and the unofficial leader of the Black community on Chicken Hill, who worked together to keep the boy safe.<br/><br/>As these characters’ stories overlap and deepen, it becomes clear how much the people who live on the margins of white, Christian America struggle and what they must do to survive. When the truth is finally revealed about what happened on Chicken Hill and the part the town’s white establishment played in it, McBride shows us that even in dark times, it is love and community—heaven and earth—that sustain us.<br/><br/>Bringing his masterly storytelling skills and his deep faith in humanity to The Heaven & Earth Grocery Store, James McBride has written a novel as compassionate as Deacon King Kong and as inventive as The Good Lord Bird.",Hardcover,"Literature & Fiction, Genre Fiction, Historical, United States, Black & African American, Literary"
9780062942951,3,3,The Love Songs of W.E.B. Du Bois: An Oprah's Book Club Pick,Honoree Fanonne Jeffers,Harper Perennial,Fiction,"An instant New York Times, Washington Post and USA Today Bestseller • AN OPRAH BOOK CLUB SELECTION • ONE OF THE ATLANTIC'S ""GREAT AMERICAN NOVELS"" • BARACK OBAMA'S FAVORITE BOOKS OF 2021 • WINNER OF THE NATIONAL BOOK CRITICS CIRCLE AWARD FOR FICTION<br/>A BEST BOOK OF THE YEAR: New York Times • Time • Washington Post • Oprah Daily • People • Boston Globe • BookPage • Booklist • Kirkus • Atlanta Journal-Constitution • Chicago Public Library<br/>Finalist for the PEN/Hemingway Award for Debut Novel • Longlisted for the National Book Award for Fiction • Finalist for the Kirkus Prize for Fiction • Nominee for the NAACP Image Award<br/>""Epic. . . . I was just enraptured by the lineage and the story of this modern African-American family. . . . I’ve never read anything quite like it. It just consumed me."" —Oprah Winfrey<br/>The NAACP Image Award-winning poet makes her fiction debut with this magisterial epic—an intimate yet sweeping novel with all the luminescence and force of Homegoing; Sing, Unburied, Sing; and The Water Dancer—that chronicles the journey of one American family, from the centuries of the colonial slave trade through the Civil War to our own tumultuous era.<br/>The great scholar, W. E. B. Du Bois, once wrote about the Problem of race in America, and what he called “Double Consciousness,” a sensitivity that every African American possesses in order to survive. Since childhood, Ailey Pearl Garfield has understood Du Bois’s words all too well. Bearing the names of two formidable Black Americans—the revered choreographer Alvin Ailey and her great grandmother Pearl, the descendant of enslaved Georgians and tenant farmers—Ailey carries Du Bois’s Problem on her shoulders.<br/>Ailey is reared in the north in the City but spends summers in the small Georgia town of Chicasetta, where her mother’s family has lived since their ancestors arrived from Africa in bondage. From an early age, Ailey fights a battle for belonging that’s made all the more difficult by a hovering trauma, as well as the whispers of women—her mother, Belle, her sister, Lydia, and a maternal line reaching back two centuries—that urge Ailey to succeed in their stead.<br/>To come to terms with her own identity, Ailey embarks on a journey through her family’s past, uncovering the shocking tales of generations of ancestors—Indigenous, Black, and white—in the deep South. In doing so Ailey must learn to embrace her full heritage, a legacy of oppression and resistance, bondage and independence, cruelty and resilience that is the story—and the song—of America itself.",Paperback,"Literature & Fiction, Genre Fiction, Family Saga, Historical, Women's Fiction, Domestic Life, United States, Black & African American, Literary"
9781400338870,15,2,Before You Go Any Higher: Valley Wisdom for Mountain Dreams,Jonathan McReynolds,Thomas Nelson,Non-Fiction,Unknown,Paperback,"Self-Help, Success, Christian Books & Bibles, Christian Living, Social Issues, Spiritual Growth, Self Help, Ministry & Evangelism, Discipleship, Religion & Spirituality"
9780593463369,3,3,The Davenports: More Than This,Krystal Marquis,Dial Books,Children's,"The anticipated sequel to the instant New York Times bestseller featuring escapist romance and a wealthy Black family in 1910s Chicago<br/><br/>Like the blazing Chicago sun, the drama is heating up for the Davenports and their social set. Before the summer of 1910 drops its last petal, the lives—and loves—of these four young women will change in ways they never could have imagined:<br/><br/>Newly engaged Ruby Tremaine is eagerly planning her wedding to the love of her life when a nasty rumor threatens her reputation and her marriage. Olivia Davenporthas committed to the social justice cause and secretly hopes she’ll be reunited with dashing lawyer Washington DeWight—until her parents decide she’s to marry someone else. Amy-Rose Shepherd is making her lifelong wish of owning a salon come true, but when an incident forces her to return to Freeport Manor, she’s back in the path of John Davenport, who still holds her heart. Helen Davenport is determined to get over her own heartbreak and bring the Davenport Carriage Company into the new century, even if it means teaming up with a thrill-seeking racecar driver who just loves to get under her skin.<br/><br/>Inspired by the real-life story of the Patterson family, More Than This is the second book in critically adored Davenports series, following four empowered and passionate young Black women as they navigate a rapidly changing society and discover the courage to steer their own paths in life—and love.",Hardcover,"Children's Books, Teen & Young Adult, Literature & Fiction, Girls & Women, Romance, Historical"
9781668034927,38,6,Sky Full of Elephants,Cebo Campbell,Simon & Schuster,Non-Fiction,"In a world without white people, what does it mean to be black?<br/><br/>One day, a cataclysmic event occurs: all of the white people in America walk into the nearest body of water. A year later, Charlie Brunton is a Black man living in an entirely new world. Having served time in prison for a wrongful conviction, he’s now a professor of electric and solar power systems at Howard University when he receives a call from someone he wasn’t even sure existed: his daughter Sidney, a nineteen-year-old left behind by her white mother and step-family.<br/><br/>Traumatized by the event, and terrified of the outside world, Sidney has spent a year in isolation in Wisconsin. Desperate for help, she turns to the father she never met, a man she has always resented. Sidney and Charlie meet for the first time as they embark on a journey across a truly “post-racial” America in search for answers. But neither of them are prepared for this new world and how they see themselves in it.<br/><br/>Heading south toward what is now called the Kingdom of Alabama, everything Charlie and Sidney thought they knew about themselves, and the world, will be turned upside down. Brimming with heart and humor, Cebo Campbell’s astonishing debut novel is about the power of community and connection, about healing and self-actualization, and a reckoning with what it means to be Black in America, in both their world and ours.",Hardcover,"Literature & Fiction, United States, Literary, Science Fiction & Fantasy, Fantasy, Magical Realism, Science Fiction, Post-Apocalyptic"
9780593818633,6,3,I Got Abducted by Aliens and Now I'm Trapped in a Rom-Com,Kimberly Lemming,Berkley,Fiction,"A hilarious and sexy romance about a woman who gets dropped on a strange planet only to fall for not one, but two, aliens, from the author of I Got Drunk and Yeeted a Love Potion at a Werewolf.<br/><br/>Dorothy Valentine is close to getting her PhD in wildlife biology when she’s attacked by a lion. On the bright side, she’s saved! On the not-so-bright side, it’s because they’re abducted by aliens. In her scramble to escape, Dory and the lion commandeer an escape pod and crash-land on an alien planet that has...dinosaurs?<br/><br/>Dory and her new lion bestie, Toto, are saved in the nick of time by a mysterious and sexy alien, Sol. On their new adventure, they team up with the equally hot, equally dangerous Lok, who may or may not be a war criminal. Whether it be trauma, fate, or intrigue, Dory can’t resist the attraction that’s developing in their trio....<br/><br/>As this ragtag group of misfits explore their new planet, Dory learns more about how and why they’ve all ended up together, battles more prehistoric creatures than she imagined (she imagined...zero), and questions if she even wants to go back home to Earth in this hilarious and steamy alien romance adventure comedy romp.",Paperback,"Literature & Fiction, Genre Fiction, Romance, Paranormal, Science Fiction, Science Fiction & Fantasy, Alien Invasion, First Contact"
9781642598988,4,3,Angela Davis: An Autobiography,Angela Y. Davis,Haymarket Books,Non-Fiction,"“An activist. An author. A scholar. An abolitionist. A legend.”<br/>—Ibram X. Kendi<br/><br/>This beautiful new edition of Angela Davis’s classic Autobiography features an expansive new introduction by the author.<br/><br/>“I am excited to be publishing this new edition of my autobiography with Haymarket Books at a time when so many are making collective demands for radical change and are seeking a deeper understanding of the social movements of the past.” —Angela Y. Davis<br/><br/>Angela Davis has been a political activist at the cutting edge of the Black Liberation, feminist, queer, and prison abolitionist movements for more than 50 years. First published and edited by Toni Morrison in 1974, An Autobiography is a powerful and commanding account of her early years in struggle. Davis describes her journey from a childhood on Dynamite Hill in Birmingham, Alabama, to one of the most significant political trials of the century: from her political activity in a New York high school to her work with the U.S. Communist Party, the Black Panther Party, and the Soledad Brothers; and from the faculty of the Philosophy Department at UCLA to the FBI's list of the Ten Most Wanted Fugitives. Told with warmth, brilliance, humor and conviction, Angela Davis’s autobiography is a classic account of a life in struggle with echoes in our own time.",Paperback,"Biographies & Memoirs, Community & Culture, Black & African American, Women, Historical, United States, Leaders & Notable People, Social Activists, History, Americas, World, Women in History, Politics & Social Sciences, Social Sciences, Ethnic Studies"
9780802143006,3,3,"Black Skin, White Masks",Frantz Fanon,Grove Press,Non-Fiction,"Few modern voices have had as profound an impact on the black identity and critical race theory as Frantz Fanon, and Black Skin, White Masks represents some of his most important work. Fanon’s masterwork is now available in a new translation that updates its language for a new generation of readers.<br/><br/>A major influence on civil rights, anti-colonial, and black consciousness movements around the world, Black Skin, White Masks is the unsurpassed study of the black psyche in a white world. Hailed for its scientific analysis and poetic grace when it was first published in 1952, the book remains a vital force today from one of the most important theorists of revolutionary struggle, colonialism, and racial difference in history.",Paperback,"Black race -- Social conditions, Black race -- Psychology"
9780692857878,10,3,Working The Roots: Over 400 Years of Traditional African American Healing,Michele Elizabeth Lee,Wadastick,Non-Fiction,"African American traditional medicine is an American classic that emerged out of the necessity of its people to survive. It began with the healing knowledge brought with the African captives on the slave ships and later merged with Native American, European and other healing traditions to become a full-fledged body of medicinal practices that has lasted in various forms down to the present day.<br/>Working the Roots: Over 400 Years Of Traditional African American Healing is the result of first-hand interviews, conversations, and apprenticeships conducted and experienced by author Michele E. Lee over several years of living and studying in the rural South and in the West Coast regions of the United States. She combines a novelist's keen ear for storytelling and dialogue and a healer's understanding of folk medicine arts into a book that makes for both pleasant, interesting reading, and serves as a permanent household healing guide.<br/>Divided between sections on interviews of healers and their stories and a comprehensive collection of traditional African American medicines, remedies, and the many common ailments they were called upon to cure, Working The Roots is a valuable addition to African American history and American and African folk healing practices.",Paperback,"Medicine, African Americans, Traditional medicine, Medicinal plants"
9781665940801,23,3,Saturday Morning at the 'Shop,Keenan Jones,Beach Lane Books,Non-Fiction,"Spend Saturday morning at the barbershop in this upbeat picture book celebration of the spaces and places that bring communities together.<br/><br/>It’s Saturday morning. We hop in the car. Mom’s heading to work, and I’m geeked to go spend the day at the ’shop!<br/><br/>The barbershop is a sound booth, an art gallery, a playground, a classroom, and so much more. It’s a place for artistry and comradery and, most importantly, community. Come spend the day feeling all the style and wisdom and joy at the ’shop!",Hardcover,Children's fiction
9781668061978,4,3,Harriet Tubman: Live in Concert: A Novel,Bob the Drag Queen,Gallery Books,Fiction,"From RuPaul’s Drag Racewinner and host of HBO’s We’re Here comes an inventive, wondrous novel about American hero Harriet Tubman that remixes history into a fresh, dynamic novel about love, freedom, salvation, and music.<br/><br/>In an age of miracles where our greatest heroes from history have magically, unexplainably returned to shake us out of our confusion and hate, Harriet Tubman is back, and she has a lot to say.<br/><br/>Harriet Tubman and four of the enslaved persons she led to freedom want to tell their story in a unique way—by following in the footsteps of Lin-Manuel Miranda’s Hamilton. Harriet wants to put on a show about her life, and she needs a songwriter to help her.<br/><br/>She calls upon Darnell Williams, a once successful hip-hop producer who was topping the charts before being outed by a rival at the BET Awards. Darnell has no idea what to expect when he steps into the studio with Harriet, only that they have one week to write a Broadway caliber musical she can take on the road. Over the course of their time together, they not only mount a show that will take the country by storm, but confront the horrors of both their pasts, and learn to find a way to a better future.<br/><br/>Original, evocative, and historic, Harriet Tubman: Live in Concert is a landmark achievement that will burrow deep into our hearts (and ears).",Hardcover,"LGBTQ+ Books, Literature & Fiction, Genre Fiction, United States, Black & African American"
